ID,logID,byWho,comment,commentDate,deleted,response,responseDate
1244,1232,abdelkhalek.ma,still no data sent and i need it to approve the CM,11/20/2013,0,,
1245,1225,abdelkhalek.ma,i need more clarification about the kind of activity in floor offices will be ,11/20/2013,0,,
1246,1226,abdelkhalek.ma,we need more clarification about design and cleaning procedure ,11/20/2013,0,,
1247,1238,abdelkhalek.ma,please explain more what is the task eliminate and what is added and who do the new tasks specially quality related tasks,11/20/2013,0,,
1248,1241,abdelkhalek.ma,i need more clarification about the model ( what is the changes and modification),11/20/2013,0,,
1249,774,abdelkhalek.ma,still the validation didnt approved yet,11/21/2013,0,,
1250,616,abdelkhalek.ma, didn't receive the close out yet ,11/21/2013,0,,
1251,1232,abdelkhalek.ma,still no data sent and i need it to approve the CM,11/21/2013,0,,
1252,1225,abdelkhalek.ma,i need more clarification about the kind of activity in floor offices will be ,11/21/2013,-1,,
1253,1226,abdelkhalek.ma,we need more clarification about design and cleaning procedure ,11/21/2013,-1,,
1254,1226,abdelkhalek.ma,please i need layout ,11/21/2013,-1,,
1255,1238,abdelkhalek.ma,please explain more what is the task eliminate and what is added and who do the new tasks specially quality related tasks,11/21/2013,0,,
1256,1241,abdelkhalek.ma,i need more clarification about the model ( what is the changes and modification),11/21/2013,0,,
1257,1266,nounou.oa,Please clarify where exactly,11/24/2013,0,,
1258,755,elsisy.aa,I still didn't get the requirments. 24-11-2013,11/24/2013,0,,
1259,455,elsisy.aa,I didn't get the data required yet, 24-11-2013,11/24/2013,0,,
1260,640,abdelkhalek.ma,Follow up Complete done and the tick square hidden,11/24/2013,0,,
1261,1266,osman.mm,Sayed,This place is not designed for the meeting and at the same time you can conduct this meeting either in your department meeting room or in external place ,11/24/2013,0,,
1262,610,abdelkhalek.ma,follow up complete ,11/25/2013,0,,
1263,1276,abdelkhalek.ma,you need to arrange meeting with WH FP team to be align with reduce the number of racks ,11/25/2013,0,change already aligned with Antoine Zarif,12/3/2013
1264,1277,elsisy.aa,install lables & one page on the storage/handling places. ,11/25/2013,0,,
1265,1276,abdelkhalek.ma,you need to arrange meeting with WH FP team to be align with reduce the number of racks ,11/26/2013,0,,
1266,1262,abdelkhalek.ma, i need more clarification about the changes on the line ,11/26/2013,0,,
1267,1282,osman.mm,We need to discuss more about this change,11/26/2013,0,,
1268,637,abdelkhalek.ma,follow up complete ,11/27/2013,0,,
1269,1276,abdelkhalek.ma,you need to arrange meeting with WH FP team to be align with reduce the number of racks ,11/27/2013,0,,
1270,1262,abdelkhalek.ma, i need more clarification about the changes on the line ,11/27/2013,0,,
1271,1262,abdelkhalek.ma, i need more clarification about the changes on the line ,11/27/2013,0,,
1272,1276,abdelkhalek.ma,you need to arrange meeting with WH FP team to be align with reduce the number of racks ,11/27/2013,0,,
1273,1262,abdelkhalek.ma, i need more clarification about the changes on the line ,11/27/2013,0,,
1274,1276,abdelkhalek.ma,you need to arrange meeting with WH FP team to be align with reduce the number of racks ,11/27/2013,0,,
1275,1262,abdelkhalek.ma, i need more clarification about the changes on the line ,11/27/2013,0,,
1276,1290,abouzyed.ms,please provide more clarification,11/27/2013,0,,
1277,1278,osman.mm,please add a drawing for this change,11/28/2013,0,,
1278,1235,assemkamel.mm,What's the scope electrical scope in this change ?,11/29/2013,0,,
1279,774,abdelkhalek.ma,still the validation didnt approved yet,12/1/2013,0,,
1280,1276,abdelkhalek.ma,you need to arrange meeting with WH FP team to be align with reduce the number of racks ,12/1/2013,0,,
1281,1262,abdelkhalek.ma, i need more clarification about the changes on the line ,12/1/2013,0,,
1282,1283,abdelkhalek.ma,i need more clarification about which places please call me to arrange meeting to explain more,12/1/2013,0,,
1283,610,abdelkhalek.ma,follow up complete ,12/1/2013,0,,
1284,1276,abdelkhalek.ma,you need to arrange meeting with WH FP team to be align with reduce the number of racks ,12/1/2013,0,,
1285,638,abdelkhalek.ma,he Q2 not completed yet,12/1/2013,0,,
1286,1290,samyhee.aa,Electrical load measurment  ,12/1/2013,0,10 Amber per / 3 HOODS,12/10/2013
1287,1278,shaker.mm,Please provide more details,12/1/2013,0,,
1288,1262,abdelkhalek.ma, i need more clarification about the changes on the line ,12/2/2013,0,,
1289,1283,abdelkhalek.ma,i need more clarification about which places please call me to arrange meeting to explain more,12/2/2013,0,,
1290,1299,elsisy.aa,Dta in the attached permit formate is not correct. please refill the formate and criate new requist.,12/2/2013,0,,
1291,1300,elsisy.aa,update the chemical list with this material and send it back to me.,12/2/2013,0,,
1292,547,mahmoud.a,please send me the as built,12/2/2013,0,,
1293,832,mahmoud.a,please send me the as built drawings,12/2/2013,0,,
1294,1308,elsisy.aa,Please, attach the permit fprmate for CC.,12/2/2013,0,,
1295,1309,assemkamel.mm,Is that complied with the standard OEM software ?,12/3/2013,0,,
1296,455,elsisy.aa,I didn't get the data required yet, 8-12-2013,12/8/2013,0,,
1297,1320,assemkamel.mm,Please ensure proper documentation to enable easier re-application,12/8/2013,0,,
1298,1262,abdelkhalek.ma, i need more clarification about the changes on the line ,12/8/2013,0,,
1299,610,abdelkhalek.ma,follow up complete ,12/8/2013,0,,
1300,348,abdelkhalek.ma,the system not finish yet and have more trouble ,12/8/2013,0,,
1301,637,abdelkhalek.ma,follow up complete ,12/8/2013,0,,
1302,1109,assemkamel.mm,Please share the dwg of the new valve,12/9/2013,0,,
1303,640,abdelkhalek.ma,Follow up Complete done and the tick square hidden,12/9/2013,0,,
1304,1262,abdelkhalek.ma, i need more clarification about the changes on the line ,12/9/2013,0,,
1305,638,abdelkhalek.ma,follow up complete,12/10/2013,0,,
1306,1318,osman.mm,Omar , please call for more details,12/10/2013,0,,
1307,1308,elsisy.aa,The SDS is valid untill Mar,2018 / the clearance # is 151,12/11/2013,0,,
1308,1328,abdelkhalek.ma,i need more clarification,12/11/2013,0,,
1309,1279,shaker.mm,Please provide more details, I want to make sure that there will be no dead zones and no dead legs within the system. please provide a drawing for this scope,12/11/2013,0,,
1310,774,abdelkhalek.ma,still the project not done,12/12/2013,0,,
1311,772,osman.mm,please ,12/12/2013,0,,
1312,1335,abdelkhalek.ma,i need more clarification about the changes please send meeting invitation to disscus,12/12/2013,0,,
1313,638,abdelkhalek.ma,follow up complete,1/9/2014,0,,
1314,610,abdelkhalek.ma,follow up complete,12/15/2013,0,,
1315,643,abdelkhalek.ma,still the project not completed,12/15/2013,0,,
1316,640,abdelkhalek.ma,Follow up Complete done and the tick square hidden,12/15/2013,0,,
1317,616,abdelkhalek.ma, didn't receive the close out yet ,12/15/2013,0,,
1318,454,abdelkhalek.ma,where is the P&E approval ,12/15/2013,0,,
1319,610,abdelkhalek.ma,follow up complete,12/15/2013,0,,
1320,640,abdelkhalek.ma,Follow up Complete done and the tick square hidden,12/15/2013,0,,
1321,751,mahmoud.a,Please send me the as built,12/15/2013,0,,
1322,1322,mahmoud.a,please send me the as built,12/15/2013,0,,
1323,1342,barakat.t,please get back to me for more clarifications to check if this CM needs a permit or not,12/15/2013,0,,
1324,774,abdelkhalek.ma,still the project not done,12/16/2013,0,,
1325,421,abdelkhalek.ma,the cover of belt need to be closed totally and still have gab,12/16/2013,0,,
1326,1335,abdelkhalek.ma,i need more clarification about the changes please send meeting invitation to disscus,12/16/2013,0,,
1327,1335,abdelkhalek.ma,i need more clarification about the changes please send meeting invitation to disscus,12/17/2013,0,,
1328,1249,barakat.t,the same comment in CM 1342,12/17/2013,0,,
1329,1327,barakat.t,the same comment in CM 1342,12/17/2013,0,,
1330,1243,barakat.t,is this inclueds addition construction so building permit can take place,12/17/2013,0,,
1331,1336,elsisy.aa,this is not Chemical clearance.,12/18/2013,0,,
1332,1221,elsisy.aa,this is not Chemical clearace.,12/18/2013,0,,
1333,1344,abdelkhalek.ma,we need to close all comments for the same area in CM 1065 and share the layout of the area is it for storing RPM or FP ,12/18/2013,0,,
1334,902,abdelkhalek.ma,still the validation didnt approved yet,12/18/2013,0,,
1335,1335,abdelkhalek.ma,i need more clarification about the changes please send meeting invitation to disscus please call me , i try to call you but the line busy ,12/18/2013,0,,
1336,1238,abdelkhalek.ma,please explain more what is the task eliminate and what is added and who do the new tasks specially quality related tasks,12/18/2013,0,,
1337,1344,abouzyed.ms,you already have CM for that , please complete the recommendations and procced ,12/19/2013,0,,
1338,421,abdelkhalek.ma,the cover of belt need to be closed totally and still have gab,12/19/2013,0,,
1339,1335,abdelkhalek.ma,i need more clarification about the changes please send meeting invitation to disscus please call me , i try to call you but the line busy ,12/19/2013,0,,
1340,1337,abdelkhalek.ma,please share the place in bar soap department ,12/19/2013,0,,
1341,1334,alisaad.ki,the traffic setup isnt safe ,12/20/2013,0,,
1342,1337,abdelkhalek.ma,please share the place in bar soap department ,12/22/2013,0,,
1343,1339,abdelkhalek.ma,please share the place where you put the chair,12/22/2013,0,,
1344,348,abdelkhalek.ma,the system not finish yet and have more trouble ,12/22/2013,0,,
1345,640,abdelkhalek.ma,Follow up Complete done and the tick square hidden,12/22/2013,0,,
1346,643,abdelkhalek.ma,still the project not completed,12/22/2013,0,,
1347,1340,abdelkhalek.ma,please share the place where you put the chair,12/22/2013,0,,
1348,1240,samyhee.aa,Electrical load measurment ,12/23/2013,0,,
1349,1337,abdelkhalek.ma,please share the place in bar soap department ,12/23/2013,0,,
1350,1339,abdelkhalek.ma,please share the place where you put the chair,12/23/2013,0,,
1351,1340,abdelkhalek.ma,please share the place where you put the chair,12/23/2013,0,,
1352,348,abdelkhalek.ma,the system not finish yet and have more trouble ,12/25/2013,0,,
1353,640,abdelkhalek.ma,Follow up Complete done and the tick square hidden,12/25/2013,0,,
1354,610,abdelkhalek.ma,follow up complete,12/25/2013,0,,
1355,643,abdelkhalek.ma,still the project not completed,12/25/2013,0,,
1356,1339,abdelkhalek.ma,please share the place where you put the chair,12/25/2013,0,,
1357,1226,abdelkhalek.ma,please i need layout ,12/25/2013,0,,
1358,1337,abdelkhalek.ma,please share the place in bar soap department ,12/25/2013,0,,
1359,348,abdelkhalek.ma,the system not finish yet and have more trouble ,12/25/2013,0,,
1360,1315,nounou.oa,Please share a layout of the change,12/25/2013,0,,
1361,1361,semary.ms,issue and approve PQ protocol,12/26/2013,-1,,
1362,1146,abdelkhalek.ma,still the validation didnt approved yet,12/29/2013,0,,
1363,774,abdelkhalek.ma,still the project not done,12/29/2013,0,,
1364,421,abdelkhalek.ma,the cover of belt need to be closed totally and still have gab,12/29/2013,0,,
1365,454,abdelkhalek.ma,where is the P&E approval ,12/29/2013,0,,
1366,1361,assemkamel.mm,Please explain more you will copy the data from the formula card to what & how will it be automated?,12/29/2013,0,,
1367,1355,assemkamel.mm,Please update the P&ID,12/29/2013,0,,
1368,547,mahmoud.a,please send me the as built,12/29/2013,0,,
1369,1343,abdelkhalek.ma,i try to call you , please i need more clarification ,12/29/2013,0,,
1370,1146,abdelkhalek.ma,still the validation didnt approved yet,12/30/2013,0,,
1371,616,abdelkhalek.ma, didn't receive the close out yet ,12/30/2013,0,,
1372,825,mahmoud.a,Could you please send me the below items to close CMR ,12/30/2013,0,,
1373,1365,mahmoud.a,Ahmed Come to me to make Layout ,12/30/2013,0,,
1374,1351,abouzyed.ms,storage area for what???,12/31/2013,0,,
1375,421,abdelkhalek.ma,the cover of belt need to be closed totally and still have gab,12/31/2013,0,,
1376,454,abdelkhalek.ma,where is the P&E approval ,12/31/2013,0,,
1377,1321,alisaad.ki,This is after the fact change , A violation report must be filled,1/1/2014,0,,
1378,1371,barakat.t,This CM needs a permit, please provide the design package and scope of project to get permit, NO CONSTRUCTIONS before permit in hand,1/5/2014,0,,
1379,454,abdelkhalek.ma,where is the P&E approval ,1/5/2014,0,,
1380,1364,abdelkhalek.ma,please send the layout by mail and put the main item in the change management to get  QA requirments,1/5/2014,0,,
1381,640,abdelkhalek.ma,Follow up Complete done and the tick square hidden,1/5/2014,0,,
1382,1365,abouzyed.ms,this is an operations aisle and it is not accepted to store in this area ,1/5/2014,0,,
1383,1365,abouzyed.ms,ass per fire protection standard you need to keep these aisle clear ,1/5/2014,0,,
1384,774,abdelkhalek.ma,still the project not done,1/6/2014,0,,
1385,1364,abdelkhalek.ma,Please send the layout of the project and provide more detail on the CM ,1/6/2014,0,,
1386,1371,osman.mm,Micheal, we need a design review for this change before providing the QA input,1/6/2014,0,,
1387,640,abdelkhalek.ma,Follow up Complete done and the tick square hidden,1/8/2014,0,,
1388,774,abdelkhalek.ma,still the project not done,1/8/2014,0,,
1389,637,abdelkhalek.ma,follow up complete ,1/8/2014,0,,
1390,640,abdelkhalek.ma,Follow up Complete done and the tick square hidden,1/8/2014,0,,
1391,638,abdelkhalek.ma,follow up complete,1/8/2014,0,,
1392,610,abdelkhalek.ma,follow up complete,1/8/2014,0,,
1393,421,abdelkhalek.ma,the cover of belt need to be closed totally and still have gab,1/8/2014,0,,
1394,1364,abdelkhalek.ma,Please send the layout of the project and provide more detail on the CM ,1/8/2014,0,,
1395,616,abdelkhalek.ma, didn't receive the close out yet ,1/9/2014,0,,
1396,454,abdelkhalek.ma,where is the P&E approval ,1/9/2014,0,,
1397,421,abdelkhalek.ma,the cover of belt need to be closed totally and still have gab,1/9/2014,0,,
1398,421,abdelkhalek.ma,the cover of belt need to be closed totally and still have gab,1/15/2014,0,,
1399,610,abdelkhalek.ma,follow up complete,1/15/2014,0,,
1400,454,abdelkhalek.ma,where is the P&E approval ,1/15/2014,0,,
1401,637,abdelkhalek.ma,follow up complete ,1/15/2014,0,,
1402,454,abdelkhalek.ma,where is the P&E approval ,1/15/2014,0,,
1403,610,abdelkhalek.ma,follow up complete,1/15/2014,0,,
1404,616,abdelkhalek.ma, didn't receive the close out yet ,1/15/2014,0,,
1405,637,abdelkhalek.ma,follow up complete ,1/15/2014,0,,
1406,774,abdelkhalek.ma,still the project not done,1/19/2014,0,,
1407,454,abdelkhalek.ma,where is the P&E approval ,1/19/2014,0,,
1408,421,abdelkhalek.ma,the cover of belt need to be closed totally and still have gab,1/19/2014,0,,
1409,610,abdelkhalek.ma,follow up complete,1/20/2014,0,,
1410,454,abdelkhalek.ma,where is the P&E approval ,1/20/2014,0,,
1411,846,mahmoud.a,please send me the items below,1/20/2014,0,,
1412,1356,mahmoud.a,please send me the items below,1/20/2014,0,,
1413,1092,mahmoud.a,please send me the items below ,1/20/2014,0,,
1414,774,abdelkhalek.ma,still the project not done,1/21/2014,0,,
1415,638,abdelkhalek.ma,follow up complete,1/21/2014,0,,
1416,1406,abouzyed.ms,this change is not acceptable according to Fire Protection standard # 607 the Max storage hieght is 7.5m,1/22/2014,0,,
1417,1412,abdelkhalek.ma,i need more clarification,1/27/2014,0,,
1418,637,abdelkhalek.ma,follow up complete,1/27/2014,0,,
1419,610,abdelkhalek.ma,follow up complete ,1/27/2014,0,,
1420,421,abdelkhalek.ma,the cover of belt need to be closed totally and still have gab,1/27/2014,0,,
1421,454,abdelkhalek.ma,where is the P&E approval ,1/28/2014,0,,
1422,638,abdelkhalek.ma,follow up complete,1/30/2014,0,,
1423,640,abdelkhalek.ma,Follow up Complete done and the tick square hidden,1/30/2014,0,,
1424,774,abdelkhalek.ma,still the project not done,2/2/2014,0,,
1425,637,abdelkhalek.ma,follow up complete,2/2/2014,0,,
1426,610,abdelkhalek.ma,follow up complete ,2/2/2014,0,,
1427,643,abdelkhalek.ma,still the project not completed,2/2/2014,0,,
1428,1146,abdelkhalek.ma,still the validation didnt approved yet,2/2/2014,0,,
1429,638,abdelkhalek.ma,follow up complete,2/2/2014,0,,
1430,637,abdelkhalek.ma,follow up complete,2/2/2014,0,,
1431,616,abdelkhalek.ma, didn't receive the close out yet ,2/2/2014,0,,
1432,454,abdelkhalek.ma,where is the P&E approval ,2/2/2014,0,,
1433,1423,abdelkhalek.ma,i need more clarification , what is your intervention ?,2/2/2014,0,,
1434,640,abdelkhalek.ma,Follow up Complete done and the tick square hidden,2/3/2014,0,,
1435,638,abdelkhalek.ma,follow up complete,2/3/2014,0,,
1436,643,abdelkhalek.ma,still the project not completed,2/3/2014,0,,
1437,1423,abdelazez.n,i need more clarification ,2/4/2014,0,,
1438,1415,abdelkhalek.ma,i need mor clarification about the place and the material will stored in this area,2/4/2014,0,,
1439,1415,abdelkhalek.ma,i need mor clarification about the place and the material will stored in this area,2/5/2014,0,,
1440,1423,abouzyed.ms,the change is not clear , please clarify.,2/6/2014,0,,
1441,1415,abdelkhalek.ma,i need mor clarification about the place and the material will stored in this area,2/6/2014,0,,
1442,774,abdelkhalek.ma,still the project not done,2/6/2014,0,,
1443,1415,abdelkhalek.ma,i need mor clarification about the place and the material will stored in this area,2/9/2014,0,,
1444,454,abdelkhalek.ma,where is the P&E approval ,2/9/2014,0,,
1445,454,abdelkhalek.ma,where is the P&E approval ,2/9/2014,0,,
1446,638,abdelkhalek.ma,follow up complete,2/9/2014,0,,
1447,640,abdelkhalek.ma,Follow up Complete done and the tick square hidden,2/9/2014,0,,
1448,610,abdelkhalek.ma,follow up complete ,2/9/2014,0,,
1449,1430,abdelazez.n,not complay with the Enzayme CBA # SHGE 04 Inspection doors Belt Conveyors,2/9/2014,0,,
1450,610,abdelkhalek.ma,follow up complete ,2/10/2014,0,,
1451,637,abdelkhalek.ma,follow up complete,2/10/2014,0,,
1452,1414,ali.bb,Structural analysis should be provided by structural consultant before the change,2/11/2014,0,,
1453,1415,abdelkhalek.ma,i need mor clarification about the place and the material will stored in this area,2/11/2014,0,,
1454,1415,abdelkhalek.ma,please update the CM by our yesterday disscusion to add my input ,2/11/2014,0,,
1455,637,abdelkhalek.ma,follow up complete,2/11/2014,0,,
1456,421,abdelkhalek.ma,the cover of belt need to be closed totally and still have gab,2/11/2014,0,,
1457,1177,osman.mm,The first character can not be changed as per the global guidlines,2/11/2014,0,,
1458,1415,abdelkhalek.ma,please update the CM by our yesterday disscusion to add my input ,2/12/2014,0,,
1459,640,abdelkhalek.ma,Follow up Complete done and the tick square hidden,2/12/2014,0,,
1460,421,abdelkhalek.ma,the cover of belt need to be closed totally and still have gab,2/12/2014,0,,
1461,421,abdelkhalek.ma,the cover of belt need to be closed totally and still have gab,2/16/2014,0,,
1462,1415,abdelkhalek.ma,please update the CM by our yesterday disscusion to add my input ,2/16/2014,0,,
1463,610,abdelkhalek.ma,follow up complete ,2/16/2014,0,,
1464,1132,abdelkhalek.ma,follow up complete,2/16/2014,0,,
1465,637,abdelkhalek.ma,follow up complete,2/16/2014,0,,
1466,640,abdelkhalek.ma,Follow up Complete done and the tick square hidden,2/16/2014,0,,
1467,454,abdelkhalek.ma,where is the P&E approval ,2/16/2014,0,,
1468,1146,abdelkhalek.ma,still the validation didnt approved yet,2/17/2014,0,,
1469,640,abdelkhalek.ma,Follow up Complete done and the tick square hidden,2/17/2014,0,,
1470,616,abdelkhalek.ma, didn't receive the close out yet ,2/17/2014,0,,
1471,988,abdelkhalek.ma,still i didn't approve the protocol,2/17/2014,0,,
1472,1440,osman.mm,Mohamed Please share any photos or drawing for this new pallet.,2/17/2014,0,,
1473,1387,abdelhakem.ae,Could you please explain these changes?,2/17/2014,-1,,
1474,1415,abdelkhalek.ma,please update the CM by our yesterday disscusion to add my input ,2/18/2014,0,,
1475,902,abdelkhalek.ma,still the validation didnt approved yet,2/18/2014,0,,
1476,454,abdelkhalek.ma,where is the P&E approval ,2/18/2014,0,,
1477,1387,abdelkhalek.ma,could you please clarify the parts you will changes,2/18/2014,0,,
1478,1455,abdelkhalek.ma,i need more clarification about the steps done in the customization and the error in the artwork need to be sticker   ,2/18/2014,0,,
1479,1087,barakat.t,the comment has been closed,2/18/2014,0,,
1480,1455,abdelazez.n,we need the MSDS for the PODs,2/18/2014,0,,
1481,1464,shaker.mm,Stop packing/making during installation, Clean and sanitize the tank after installation, Sanitize water loop before start,2/18/2014,0,,
1482,696,mahmoud.a,please send me the updeted drawing ,2/19/2014,0,,
1483,1229,mahmoud.a,i nedd the asbuilt drawing ,2/19/2014,0,,
1484,1179,mahmoud.a,please send me the asbuilt drawing,2/19/2014,0,,
1485,1462,assemkamel.mm,This should be done hardwired not in the software program,2/19/2014,0,,
1486,1209,osman.mm,Mounir, i need more details ,2/20/2014,0,,
1487,1456,elsisy.aa,Ahmed, please attach the chemical clearance form to proceed.,2/23/2014,0,,
1488,1455,elsisy.aa,we need to get chemical clearance.,2/23/2014,0,,
1489,1415,abdelkhalek.ma,please update the CM by our yesterday disscusion to add my input ,2/23/2014,0,,
1490,348,abdelkhalek.ma,the system not finish yet and have more trouble ,2/23/2014,0,,
1491,454,abdelkhalek.ma,where is the P&E approval ,2/23/2014,0,,
1492,421,abdelkhalek.ma,the cover of belt need to be closed totally and still have gab,2/23/2014,0,,
1493,1455,abdelkhalek.ma,i need more clarification about the steps done in the customization and the error in the artwork need to be sticker   ,2/23/2014,0,,
1494,1263,abdelkhalek.ma,still i didn't received the closeout ,2/23/2014,0,,
1495,1470,shaker.mm,Record C&S of the movable tanks in C&S records for each movable tank,2/24/2014,0,,
1496,1470,shaker.mm,Update BPR to include the C&S date for the used movable tank,2/24/2014,0,,
1497,1470,shaker.mm,Insure that a valid microbial filter of 0.2 micron is attached to each movable tank before use,2/24/2014,0,,
1498,1470,shaker.mm,Refreshment training on the previous version of making SOPs that were used before CI phase 2,2/24/2014,0,,
1499,1459,abdelhakem.ae,Please give us more information (which day bin you'll use - period of usage - a lot of information are missing from MSDS. Please check with MPD for other detailed version),2/24/2014,0,the cornflake system will be used as the material is exactly like cornflake, the material will be used for approximatly one week,3/5/2014
1500,1229,mahmoud.a,Where is the asbuilt drawing?,2/24/2014,0,,
1501,859,mahmoud.a,please send me the items below,2/24/2014,0,,
1502,832,mahmoud.a,please send me the as built drawings,2/24/2014,0,,
1503,1179,barakat.t,no one replied my comment so please consider my previous approval is cancelled,2/24/2014,0,,
1504,1469,abdelhakem.ae,what is the perfume drum quantity?,2/24/2014,0,,
1505,774,abdelkhalek.ma,the project is cancel,2/25/2014,0,,
1506,638,abdelkhalek.ma,follow up complete,2/25/2014,0,,
1507,610,abdelkhalek.ma,follow up complete ,2/25/2014,0,,
1508,643,abdelkhalek.ma,still the project not completed,2/25/2014,0,,
1509,454,abdelkhalek.ma,where is the P&E approval ,2/26/2014,0,,
1510,1456,osman.mm,Ahmed, where is the ATS fromat thet you will use?,2/26/2014,0,,
1511,1459,elsisy.aa,Please, attach the clearace formate with the SDS in the request.,2/27/2014,0,done,3/5/2014
1512,1455,elsisy.aa,please, attach the clearance formate and SDS for the FP.,2/27/2014,0,,
1513,1413,abdelaziz.ze,this scope not clear   send drawing,2/27/2014,0,,
1514,421,abdelkhalek.ma,the cover of belt need to be closed totally and still have gab,2/27/2014,0,,
1515,348,abdelkhalek.ma,the system not finish yet and have more trouble ,3/1/2014,0,,
1516,421,abdelkhalek.ma,the cover of belt need to be closed totally and still have gab,3/1/2014,0,,
1517,1477,assemkamel.mm,Please make sure that the as built documents get updated as the final status\,3/2/2014,0,,
1518,1473,ali.bb,Please check if you will modify any structural element, A structural analysis will be needed then,3/3/2014,0,,
1519,1450,elsisy.aa,the material is dust explosion with Class 1 (Kst 109 bar.m/s),3/5/2014,0,,
1520,1459,ali.yo,done,3/5/2014,-1,,
1521,1433,abdelazez.n,what is the modefcation  ,3/9/2014,0,,
1522,454,abdelkhalek.ma,where is the P&E approval ,3/9/2014,0,,
1523,1459,abdelazez.n,Please give us more information about the EO,3/9/2014,0,there is a new agglomerate being developed in mechlen plant, there is a request to deplete this material in cairo under ATS. no changes in equipment will be done, no changes in process will be done. we will just replace cornflake with this material.,3/12/2014
1524,1484,abdelmegid.i,The scope not completed I need photo for the equipment send it to me by mail and I'll put it on the request ,3/10/2014,0,,
1525,1481,abdelmegid.i,the change not clear , please contact us ,3/10/2014,0,,
1526,1480,abdelmegid.i,Change isnt clear please contact us ,3/10/2014,0,,
1527,1455,abdelkhalek.ma,still the requirements below not done,3/10/2014,0,,
1528,643,abdelkhalek.ma,still the project not completed,3/10/2014,0,,
1529,421,abdelkhalek.ma,the cover of belt need to be closed totally and still have gab,3/10/2014,0,,
1530,637,abdelkhalek.ma,follow up complete,3/10/2014,0,,
1531,774,abdelkhalek.ma,the project is cancel,3/10/2014,0,,
1532,348,abdelkhalek.ma,the system not finish yet and have more trouble ,3/10/2014,0,,
1533,1286,abdelkhalek.ma,i didn't approve any SOP,3/10/2014,0,,
1534,454,abdelkhalek.ma,where is the P&E approval ,3/10/2014,0,,
1535,988,abdelkhalek.ma,still i didn't approve the protocol,3/10/2014,0,,
1536,1487,abdelmegid.i,Mahmoud Please send me drawing ,3/11/2014,0,,
1537,1486,abdelmegid.i,Please send drawing ,3/11/2014,0,,
1538,1473,abdelmegid.i,we need drawing for the area of the door and explain why you need to transfer the BB from this area ,3/11/2014,0,,
1539,1455,abdelkhalek.ma,still the requirements below not done,3/11/2014,0,,
1540,1132,abdelkhalek.ma,follow up complete,3/11/2014,0,,
1541,1455,abdelkhalek.ma,still the requirements below not done,3/12/2014,0,,
1542,454,abdelkhalek.ma,where is the P&E approval ,3/12/2014,0,,
1543,1485,abdelazez.n,we dont have capacty on the filter,3/12/2014,0,,
1544,1146,abdelkhalek.ma,still the validation didnt approved yet,3/13/2014,0,,
1545,454,abdelkhalek.ma,where is the P&E approval ,3/13/2014,0,,
1546,988,abdelkhalek.ma,still i didn't approve the protocol,3/13/2014,0,,
1547,643,abdelkhalek.ma,still the project not completed,3/13/2014,0,,
1548,1478,assemkamel.mm,Please provide more details for the logic description ,3/13/2014,0,,
1549,1148,aly.hs,please we need more information about Electrical specific (power & control circuits) ,3/16/2014,0,,
1550,1493,abouzyed.ms,this area is part of the Evacuation area ,3/17/2014,0,,
1551,1423,aly.hs,the change is not clear , please clarify.,3/18/2014,-1,,
1552,1423,aly.hs,the change is not clear , please clarify.,3/18/2014,0,,
1553,1451,elsisy.aa,please, attach the chemical clearace format,3/18/2014,0,,
1554,933,elsisy.aa,please attach the chemical alearance format.,3/18/2014,0,,
1555,1450,elsisy.aa,please, attach the Clearance format.,3/18/2014,0,,
1556,1441,elsisy.aa,please, attach the c. clearance format.,3/18/2014,0,,
1557,1443,elsisy.aa,please, attch the chemical clearance format.,3/18/2014,0,,
1558,1447,elsisy.aa,please, attch the Clearance format.,3/18/2014,0,please change to in progress so i can attach the file,3/23/2014
1559,1445,elsisy.aa,please, attach the chemical clearance format.,3/18/2014,0,,
1560,1448,elsisy.aa,please, attache the cemical clearance format.,3/18/2014,0,please attach the sheet i can complete,3/23/2014
1561,1442,elsisy.aa,lease attched the chemcal clearance forrmate.,3/18/2014,0,,
1562,1444,elsisy.aa,please atache the chemical clearance formate.,3/18/2014,0,done,8/4/2014
1563,1446,elsisy.aa,please atttach the chemical clearance format.,3/18/2014,0,,
1564,1449,elsisy.aa,please atttach the chemical clearance format.,3/18/2014,0,please send me the sheet,3/23/2014
1565,988,abdelkhalek.ma,still i didn't approve the protocol,3/18/2014,0,,
1566,454,abdelkhalek.ma,where is the P&E approval ,3/18/2014,0,,
1567,1263,abdelkhalek.ma,still i didn't received the closeout ,3/18/2014,0,,
1568,774,abdelkhalek.ma,the project was cancel,3/18/2014,0,,
1569,1417,abdelkhalek.ma,i try to call you but the number above was the wrong number , please call me ,3/18/2014,0,,
1570,643,abdelkhalek.ma,still the project not completed,3/18/2014,0,,
1571,1198,abdelkhalek.ma,still the project not completed,3/18/2014,0,,
1572,421,abdelkhalek.ma,the cover of belt need to be closed totally and still have gab,3/18/2014,0,,
1573,1439,elsisy.aa,please atttach the chemical clearance format.,3/18/2014,0,,
1574,454,abdelkhalek.ma,where is the P&E approval ,3/19/2014,0,,
1575,755,abouzyed.ms,this change is not ,3/19/2014,0,,
1576,755,abouzyed.ms,this cahange no completed till now 19-3-2014,3/19/2014,0,,
1577,1496,alisaad.ki,WE need ,3/20/2014,-1,,
